"","COSPARID","RSO_NAME","RSO_TYPE","PAYLOAD_OPERATIONAL_STATUS","ORBIT_TYPE","APPLICATION","SOURCE","LAUNCH_SITE","LAUNCH_DATE","DECAY_DATE","ORBITAL_PERIOD","12","13","14","INCLINATION","APOGEE","PERIGEE","18","19","20","21","22","23","a","e","i","w","W","V","X_","Y_","Z_","33","34","35","36","37","38","39","40","41","42","LAUNCH_YEAR"
"18678","2021-051A","S126","plat","+","LEO","S","USA","UNK","2021-03-17","2034-12-14",107.517,934.688,1,1,50.5659,1122.96,1122.96,6,7,4,"7","EA0","2022-10-17",7489.96,0,0.882541,0,0.235665,2.72847,7282.93,1748.83,0,-1.08193,4.50567,5.63438,7307.6,-1642.65,15.9924,0.885326,3.99335,5.63213,2022,2021-01-01
"18679","2021-052A","C136","plat","+","LEO","C","USA","UNK","2021-07-02","2036-03-05",97.9651,920.937,1,1,97.4517,672.486,672.486,6,7,4,"7","EA0","2022-09-04",7039.49,0,1.70085,0,5.86267,0.791634,6426.19,-2873.77,0,-0.398397,-0.890878,7.46131,6972.93,-965.68,13.9307,-0.219856,-1.4799,7.46039,2022,2021-01-01
"18680","2021-053A","C137","plat","+","LEO","C","USA","UNK","2021-06-24","2023-08-30",93.3042,3.30964,1,1,57.0912,447.401,447.401,0.027,0.03,0.3,"0.03","EA0","2022-09-02",6814.4,0,0.996429,0,6.08645,2.92116,6682.95,-1331.99,0,0.812214,4.0751,6.42088,6764.92,819.573,14.5294,-0.453236,3.62724,6.42275,2022,2021-01-01
"18681","2021-054A","C138","plat","+","LEO","C","USA","UNK","2021-11-21","2024-03-29",96.1998,2.66286,1,1,97.4638,587.669,587.669,0.027,0.03,0.3,"0.03","EA0","2022-11-18",6954.67,0,1.70106,0,5.74473,4.1782,5970.61,-3566.41,0,-0.504305,-0.84427,7.50646,174.409,-6952.47,13.0201,-1.49907,-0.0235502,7.50531,2022,2021-01-01
"18682","2021-055A","C139","plat","+","LEO","C","USA","UNK","2021-11-04","2035-08-18",96.7994,1059.52,1,1,96.0181,616.537,616.537,6,7,4,"7","EA0","2022-08-23",6983.54,0,1.67583,0,5.26171,3.98684,3646.19,-5956.1,0,-0.675547,-0.413554,7.5133,6017.82,-3543.4,7.77865,-0.674633,-1.12925,7.5118,2022,2021-01-01
"18683","2021-056A","C140","plat","+","LEO","C","USA","UNK","2021-06-30","2031-08-29",96.4379,1030.79,1,1,96.2011,599.138,599.138,6,7,4,"7","EA0","2022-10-14",6966.14,0,1.67903,0,3.75703,4.90887,-5688,-4021.67,0,-0.47172,0.667172,7.52011,-6812.69,-1454.01,-12.5619,-0.291781,1.30217,7.51908,2022,2021-01-01
"18684","2021-057A","C141","plat","+","LEO","C","USA","UNK","2021-04-04","2032-12-10",99.3029,1009.16,1,1,14.2927,736.432,736.432,6,7,4,"7","EA0","2022-10-07",7103.43,0,0.249455,0,2.66461,2.15845,-6310.58,3261.18,0,-3.33262,-6.44883,1.84932,-5140.12,4902.83,-13.7008,-4.65661,-4.87684,1.84183,2022,2021-01-01
"18685","2021-058A","C142","plat","+","LEO","C","USA","UNK","2021-07-03","2036-04-15",96.1425,987.742,1,1,97.3556,584.904,584.904,6,7,4,"7","EA0","2022-08-18",6951.9,0,1.69918,0,4.42202,5.39407,-1990.38,-6660.88,0,-0.928853,0.277556,7.5098,1954.37,-6671.53,-4.51666,-1.43044,-0.424117,7.50777,2022,2021-01-01
"18686","2021-059A","C143","plat","+","LEO","C","USA","UNK","2021-02-20","2035-02-23",96.8066,1077.95,1,1,96.46,616.882,616.882,6,7,4,"7","EA0","2022-11-09",6983.88,0,1.68354,0,5.01473,0.284093,2079.51,-6667.1,0,-0.811428,-0.253089,7.50679,-3651.22,-5953.42,4.38072,-1.16969,0.72289,7.50498,2022,2021-01-01
"18687","2021-060A","C144","plat","+","LEO","C","USA","UNK","2021-09-19","2032-06-10",99.4184,988.791,1,1,44.344,741.937,741.937,6,7,4,"7","EA0","2022-11-03",7108.94,0,0.773949,0,0.140747,0.511393,7038.64,997.262,0,-0.751228,5.30214,5.23386,5832.91,-4063.73,15.4636,2.75634,3.97625,5.23235,2022,2021-01-01
"18688","2021-061A","C145","plat","+","LEO","C","USA","UNK","2021-03-26","2034-03-04",99.5748,990.372,1,1,98.9013,749.39,749.39,6,7,4,"7","EA0","2022-10-22",7116.39,0,1.72615,0,5.90351,0.639753,6609.59,-2637.49,0,-0.429193,-1.07556,7.39395,4296.93,-5672.67,14.3936,-1.35073,-1.0044,7.39296,2022,2021-01-01
"18689","2021-062A","C146","plat","+","LEO","C","USA","UNK","2021-06-04","2034-12-07",97.8889,1023.74,1,1,23.8132,668.839,668.839,6,7,4,"7","EA0","2022-10-08",7035.84,0,0.415619,0,1.40383,4.1458,1169.31,6937.99,0,-6.79026,1.14442,3.03899,3179.82,6276.29,2.76955,-5.69133,2.88213,3.02417,2022,2021-01-01
"18690","2021-063A","C147","plat","+","LEO","C","USA","UNK","2021-07-29","2033-11-26",99.5558,925.728,1,1,98.3632,748.484,748.484,6,7,4,"7","EA0","2022-09-24",7115.48,0,1.71676,0,6.21377,1.65998,7098.35,-493.501,0,-0.0755018,-1.08599,7.40498,7054.91,-926.299,15.4901,-0.225422,-1.59304,7.40476,2022,2021-01-01
"18691","2021-064A","C148","plat","+","LEO","C","USA","UNK","2021-02-25","2023-06-29",92.2098,2.85186,1,1,47.7855,394.01,394.01,0.027,0.03,0.3,"0.03","EA0","2022-10-31",6761.01,0,0.834014,0,4.80343,5.30164,614.648,-6733.01,0,5.13772,0.469016,5.68679,-3854.14,-5554.9,1.1583,3.82401,-2.65202,5.69805,2022,2021-01-01
"18692","2021-065A","C149","plat","+","LEO","C","USA","UNK","2021-08-20","2023-02-02",92.8424,3.44066,1,1,52.9646,424.897,424.897,0.027,0.03,0.3,"0.03","EA0","2022-09-30",6791.9,0,0.924407,0,0.681492,3.70458,5274.82,4278.57,0,-2.9067,3.58351,6.11532,5903.72,3357.96,11.6525,-2.0496,3.58227,6.10907,2022,2021-01-01
"18693","2021-066A","C150","plat","+","LEO","C","USA","UNK","2021-12-23","2033-04-03",100.174,1061.26,1,1,99.0215,777.906,777.906,6,7,4,"7","EA0","2022-10-18",7144.91,0,1.72825,0,0.535376,3.34036,6145.17,3645.08,0,0.597504,-1.00732,7.37674,7131.45,438.124,13.5595,0.089297,-1.68185,7.378,2022,2021-01-01
"18694","2021-067A","C151","plat","+","LEO","C","USA","UNK","2021-06-20","2034-01-05",97.0532,991.334,1,1,42.8196,628.738,628.738,6,7,4,"7","EA0","2022-11-22",6995.74,0,0.747343,0,2.66096,0.246305,-6203.15,3234.39,0,-2.55982,-4.90941,5.13056,-98.67,6995.03,-13.547,-5.03153,-0.0610484,5.12479,2022,2021-01-01
"18695","2021-068A","C152","plat","+","LEO","C","USA","UNK","2021-01-02","2023-10-28",96.3169,2.85226,1,1,97.4783,593.31,593.31,0.027,0.03,0.3,"0.03","EA0","2022-11-02",6960.31,0,1.70132,0,5.95068,0.413972,6579.08,-2271.91,0,-0.321487,-0.930975,7.50317,3374.91,-6087.34,14.362,-1.31767,-0.712834,7.50242,2022,2021-01-01
"18696","2021-069A","C153","plat","+","LEO","C","USA","UNK","2021-11-30","2023-05-02",96.1542,2.20887,1,1,97.6384,585.47,585.47,0.027,0.03,0.3,"0.03","EA0","2022-08-19",6952.47,0,1.70411,0,4.8786,5.84366,1150.24,-6856.66,0,-0.99258,-0.16651,7.50462,4606.96,-5206.99,2.31622,-1.14722,-1.01168,7.50243,2022,2021-01-01
"18697","2021-070A","C154","plat","+","LEO","C","USA","UNK","2021-10-18","2023-10-04",97.222,3.34053,1,1,98.594,636.846,636.846,0.027,0.03,0.3,"0.03","EA0","2022-11-07",7003.85,0,1.72079,0,4.01148,4.83394,-4516.86,-5352.75,0,-0.861556,0.727015,7.45928,-6994.42,-363.124,-10.0558,-0.0962603,1.64763,7.45739,2022,2021-01-01
"18698","2021-071A","C155","plat","+","LEO","C","USA","UNK","2021-04-11","2031-08-27",99.4175,989.136,1,1,39.3374,741.895,741.895,6,7,4,"7","EA0","2022-09-24",7108.89,0,0.686567,0,5.62911,5.91261,5641.67,-4325.26,0,3.52368,4.59614,4.74656,5366.83,-4661.9,12.1904,3.44762,3.98138,4.75439,2022,2021-01-01
"18699","2021-072A","C156","plat","+","LEO","C","USA","UNK","2021-06-09","2023-08-24",97.4731,3.72607,1,1,98.882,648.899,648.899,0.027,0.03,0.3,"0.03","EA0","2022-10-10",7015.9,0,1.72582,0,2.53729,3.30705,-5773.37,3986.35,0,0.661252,0.957681,7.44711,-4133.95,5668.61,-12.5047,1.33822,0.992353,7.44857,2022,2021-01-01
"18700","2021-073A","C157","plat","+","LEO","C","USA","UNK","2021-04-22","2032-04-21",99.9164,1076.43,1,1,99.8665,765.659,765.659,6,7,4,"7","EA0","2022-10-18",7132.66,0,1.743,0,2.8788,1.65156,-6887.78,1852.92,0,0.332767,1.23698,7.36498,-5282.53,4792.65,-15.024,1.19576,1.34107,7.36573,2022,2021-01-01
"18701","2021-074A","C158","plat","+","LEO","C","USA","UNK","2021-04-12","2032-12-18",97.1133,1068.28,1,1,96.4009,631.622,631.622,6,7,4,"7","EA0","2022-08-24",6998.62,0,1.68251,0,0.685134,3.50738,5419.27,4428.57,0,0.532388,-0.651487,7.49975,2812.26,6408.72,11.9333,1.22331,-0.550776,7.50088,2022,2021-01-01
"18702","2021-075A","C159","plat","+","LEO","C","USA","UNK","2021-07-03","2036-04-25",98.6649,1073.24,1,1,99.8311,705.974,705.974,6,7,4,"7","EA0","2022-08-09",7072.97,0,1.74238,0,5.92826,1.27036,6632.12,-2458.03,0,-0.445451,-1.20189,7.39679,6580.92,2591.95,14.3648,0.646869,-1.68338,7.39577,2022,2021-01-01
"18703","2021-076A","C160","plat","+","LEO","C","USA","UNK","2021-10-13","2023-02-27",93.2064,3.73498,1,1,56.0328,442.64,442.64,0.027,0.03,0.3,"0.03","EA0","2022-09-27",6809.64,0,0.977957,0,3.62318,1.33875,-6035.11,-3154.14,0,1.97996,-3.78844,6.34525,-6351.71,-2454.95,-13.2787,1.34824,-3.52265,6.34944,2022,2021-01-01
"18704","2021-077A","C161","plat","+","LEO","C","USA","UNK","2021-11-17","2032-05-09",96.3573,970.364,1,1,96.267,595.253,595.253,6,7,4,"7","EA0","2022-10-05",6962.25,0,1.68018,0,2.17142,2.2762,-3934.74,5743.75,0,0.681414,0.466801,7.52127,-2389.06,6539.51,-8.43084,1.2367,0.461497,7.52275,2022,2021-01-01
"18705","2021-078A","C162","plat","+","LEO","C","USA","UNK","2021-01-17","2034-12-04",97.6671,935.39,1,1,97.2457,658.207,658.207,6,7,4,"7","EA0","2022-08-31",7025.21,0,1.69726,0,1.15206,3.1847,2856.53,6418.24,0,0.867952,-0.386294,7.47235,470.566,7009.43,6.41344,1.44382,-0.103767,7.47421,2022,2021-01-01
"18706","2021-079A","C163","plat","+","LEO","C","USA","UNK","2021-07-21","2023-09-14",92.0443,2.7362,1,1,48.8201,385.92,385.92,0.027,0.03,0.3,"0.03","EA0","2022-09-03",6752.92,0,0.852071,0,2.2228,0.303842,-4097.53,5367.7,0,-4.02092,-3.06945,5.78248,-5501.12,3916.57,-8.77901,-2.66027,-3.72362,5.77361,2022,2021-01-01
"18707","2021-080A","C164","plat","+","LEO","C","USA","UNK","2021-10-31","2032-06-06",98.6597,950.094,1,1,45.4646,705.724,705.724,6,7,4,"7","EA0","2022-09-05",7072.72,0,0.793507,0,3.76968,0.261682,-5722.89,-4155.94,0,3.09381,-4.26029,5.35123,-4430.84,-5512.8,-12.6024,3.69066,-2.97857,5.35785,2022,2021-01-01
"18708","2021-081A","C165","plat","+","LEO","C","USA","UNK","2021-03-07","2034-05-31",98.634,917.293,1,1,48.4755,704.494,704.494,6,7,4,"7","EA0","2022-10-09",7071.49,0,0.846057,0,1.80804,6.23026,-1661.97,6873.42,0,-4.83782,-1.16977,5.62089,578.599,7047.78,-3.42473,-4.45832,0.368739,5.61026,2022,2021-01-01
"18709","2021-082A","C166","plat","+","LEO","C","USA","UNK","2021-04-24","2023-06-13",96.1817,2.65514,1,1,97.3732,586.793,586.793,0.027,0.03,0.3,"0.03","EA0","2022-09-04",6953.79,0,1.69948,0,0.516776,2.64865,6045.74,3435.73,0,0.480053,-0.844734,7.50848,4846.58,4986.55,13.2825,1.0447,-1.03538,7.50949,2022,2021-01-01
"18710","2021-083A","C167","plat","D","LEO","C","USA","UNK","2021-11-29","2022-12-18",93.1828,3.97305,1,1,56.9797,441.486,441.486,0.027,0.03,0.3,"0.03","EA0","1858-11-16",6600,0,0,0,0,0,6600,0,0,0,7.77136,0,0,0,0,0,0,0,1858,2021-01-01
"18711","2021-084A","C168","plat","+","LEO","C","USA","UNK","2021-07-14","2032-01-05",99.131,982.312,1,1,99.2913,728.228,728.228,6,7,4,"7","EA0","2022-09-11",7095.23,0,1.73296,0,5.83544,5.59352,6395.82,-3071.78,0,-0.523911,-1.09085,7.39691,6808.46,-1996.72,13.8628,-0.502047,-1.66054,7.39571,2022,2021-01-01
"18712","2021-085A","C169","plat","+","LEO","C","USA","UNK","2021-01-18","2035-08-03",97.6438,1083.28,1,1,39.6093,657.09,657.09,6,7,4,"7","EA0","2022-11-11",7024.09,0,0.691313,0,5.68511,4.04649,5804.87,-3954.91,0,3.2677,4.79621,4.80272,602.552,-6998.19,12.6343,5.2651,0.462015,4.81001,2022,2021-01-01
"18713","2021-086A","C170","plat","D","LEO","C","USA","UNK","2021-08-26","2022-12-15",97.2884,3.10962,1,1,98.1783,640.032,640.032,0.027,0.03,0.3,"0.03","EA0","1858-11-16",6600,0,0,0,0,0,6600,0,0,0,7.77136,0,0,0,0,0,0,0,1858,2021-01-01
"18714","2021-087A","C171","plat","+","LEO","C","USA","UNK","2021-06-27","2023-03-16",93.5555,3.82418,1,1,54.6762,459.631,459.631,0.027,0.03,0.3,"0.03","EA0","2022-08-21",6826.63,0,0.95428,0,4.25597,2.50398,-3008.76,-6127.83,0,3.9659,-1.94725,6.2345,459.166,-6811.17,-6.72153,3.89979,0.256739,6.24307,2022,2021-01-01
"18715","2021-088A","C172","plat","+","LEO","C","USA","UNK","2021-09-20","2034-06-03",99.4123,932.265,1,1,98.9116,741.647,741.647,6,7,4,"7","EA0","2022-10-11",7108.65,0,1.72633,0,4.87284,2.40814,1135.68,-7017.35,0,-1.1451,-0.185321,7.39777,-1364.27,-6976.51,2.27312,-1.66242,0.327498,7.39524,2022,2021-01-01
"18716","2021-089A","C173","plat","+","LEO","C","USA","UNK","2021-09-04","2035-04-21",98.5062,1076.74,1,1,99.9406,698.384,698.384,6,7,4,"7","EA0","2022-11-12",7065.38,0,1.74429,0,2.92692,0.782295,-6903.2,1505.14,0,0.276218,1.26685,7.3983,-3086.39,6355.59,-15.1137,1.61961,0.80411,7.39892,2022,2021-01-01
"18717","2021-090A","M34","plat","+","LEO","M","USA","UNK","2021-02-26","2031-07-17",98.1716,1036.51,1,1,99.0117,682.379,682.379,6,7,4,"7","EA0","2022-10-06",7049.38,0,1.72808,0,4.72441,1.96785,84.769,-7048.87,0,-1.17775,-0.0141635,7.42676,-1781.73,-6820.5,-0.0292694,-1.65267,0.4317,7.42417,2022,2021-01-01
"18718","2021-091A","M35","plat","+","LEO","M","USA","UNK","2021-06-15","2023-03-04",92.0889,2.29591,1,1,50.8226,388.097,388.097,0.027,0.03,0.3,"0.03","EA0","2022-08-15",6755.1,0,0.887022,0,4.37083,5.54499,-2262.68,-6364.88,0,4.57234,-1.62544,5.95475,1901.77,-6481.87,-5.10189,4.17331,1.21975,5.96464,2022,2021-01-01
"18719","2021-092A","M36","plat","+","LEO","M","USA","UNK","2021-02-25","2032-01-23",93.7626,947.5,1,1,97.8503,469.702,469.702,6,7,4,"7","EA0","2022-11-12",6836.7,0,1.70781,0,1.87574,6.18729,-2052.65,6521.28,0,0.9948,0.313125,7.56408,3855.27,5646,-4.33193,1.26256,-0.856313,7.56626,2022,2021-01-01
"18720","2021-093A","M37","plat","+","LEO","M","USA","UNK","2021-07-27","2036-06-24",101.193,1083.82,1,1,99.3055,826.292,826.292,6,7,4,"7","EA0","2022-08-19",7193.29,0,1.73321,0,4.17792,4.84367,-3664.17,-6190.1,0,-1.03581,0.613139,7.34602,170.101,-7191.27,-8.14814,-1.7412,-0.0495068,7.34376,2022,2021-01-01
"18721","2021-094A","M38","plat","D","LEO","M","USA","UNK","2021-05-27","2022-10-03",96.8807,3.36088,1,1,98.2331,620.445,620.445,0.027,0.03,0.3,"0.03","EA0","1858-11-16",6600,0,0,0,0,0,6600,0,0,0,7.77136,0,0,0,0,0,0,0,1858,2021-01-01
"18722","2021-095A","M39","plat","+","LEO","M","USA","UNK","2021-06-06","2024-04-04",96.0439,2.38444,1,1,97.6115,580.152,580.152,0.027,0.03,0.3,"0.03","EA0","2022-10-26",6947.15,0,1.70364,0,5.70007,6.2741,5799.15,-3825.28,0,-0.552449,-0.837515,7.50796,2551.49,-6461.63,12.5899,-1.41797,-0.545282,7.50671,2022,2021-01-01
"18723","2021-096A","M40","plat","D","LEO","M","USA","UNK","2021-07-24","2022-09-10",96.5135,2.9921,1,1,97.2375,602.777,602.777,0.027,0.03,0.3,"0.03","EA0","1858-11-16",6600,0,0,0,0,0,6600,0,0,0,7.77136,0,0,0,0,0,0,0,1858,2021-01-01
"18724","2021-097A","M41","plat","+","LEO","M","USA","UNK","2021-06-01","2035-07-25",99.1591,977.439,1,1,28.2233,729.573,729.573,6,7,4,"7","EA0","2022-11-28",7096.57,0,0.49259,0,3.83564,0.291726,-5454.87,-4539.35,0,4.22396,-5.07588,3.54423,-6277.35,3310,-12.1219,-2.84173,-5.37628,3.55339,2022,2021-01-01
"18725","2021-098A","M42","plat","D","LEO","M","USA","UNK","2021-04-01","2022-04-12",91.8331,2.74017,1,1,47.373,375.583,375.583,0.027,0.03,0.3,"0.03","EA0","1858-11-16",6600,0,0,0,0,0,6600,0,0,0,7.77136,0,0,0,0,0,0,0,1858,2021-01-01
"18726","2021-099A","O24","plat","+","LEO","O","USA","UNK","2021-05-12","2023-03-09",96.4506,2.12381,1,1,97.93,599.751,599.751,0.027,0.03,0.3,"0.03","EA0","2022-10-15",6966.75,0,1.7092,0,3.43353,1.99245,-6671.97,-2005.11,0,-0.300349,0.999403,7.49171,-6907.53,906.318,-14.6579,0.186808,1.54492,7.49106,2022,2021-01-01
"18727","2021-100A","O25","plat","+","LEO","O","USA","UNK","2021-11-30","2036-03-12",99.9765,963.824,1,1,99.5755,768.516,768.516,6,7,4,"7","EA0","2022-09-03",7135.52,0,1.73792,0,1.21591,0.0132845,2479.49,6690.87,0,1.16581,-0.432024,7.36992,391.079,7124.79,5.59844,1.74568,-0.101613,7.37243,2022,2021-01-01
"18728","2021-101A","O26","plat","+","LEO","O","USA","UNK","2021-07-23","2034-07-31",96.2222,918.352,1,1,57.5395,588.747,588.747,6,7,4,"7","EA0","2022-09-15",6955.75,0,1.00425,0,6.25673,4.32117,6953.32,-184.022,0,0.10749,4.06154,6.38729,6940.04,466.953,15.1697,-0.252566,3.54623,6.38763,2022,2021-01-01
"18729","2021-102A","O27","plat","+","LEO","O","USA","UNK","2021-11-23","2035-08-14",98.1803,953.335,1,1,97.8216,682.796,682.796,6,7,4,"7","EA0","2022-11-02",7049.8,0,1.70731,0,1.3998,3.98425,1199.63,6946.98,0,1.00838,-0.17413,7.4494,5535.7,4365.28,2.82823,0.939662,-1.19643,7.45159,2022,2021-01-01
"18730","2021-103A","S127","plat","+","LEO","S","CHN","UNK","2021-12-03","2032-07-12",101.697,1004.24,1,1,98.9238,850.143,850.143,6,7,4,"7","EA0","2022-10-25",7217.14,0,1.72655,0,0.330775,0.883958,6825.91,2343.95,0,0.374404,-1.09031,7.34171,6967.75,-1880.78,15.0147,-0.451009,-1.61224,7.34248,2022,2021-01-01
"18731","2021-104A","S128","plat","+","LEO","S","CHN","UNK","2021-08-24","2024-03-03",91.9311,2.27598,1,1,46.4581,380.379,380.379,0.027,0.03,0.3,"0.03","EA0","2022-08-11",6747.38,0,0.810847,0,3.99614,2.88621,-4430.06,-5089.38,0,3.99372,-3.47634,5.57137,-138.576,-6745.95,-9.77737,4.79252,-0.106536,5.57995,2022,2021-01-01
"18732","2021-105A","S129","plat","+","LEO","S","CHN","UNK","2021-01-19","2034-06-06",101.463,886.194,1,1,98.0742,839.065,839.065,6,7,4,"7","EA0","2022-10-12",7206.07,0,1.71172,0,5.78329,2.67987,6324.28,-3454.12,0,-0.500723,-0.916791,7.36365,4642.83,-5511.03,13.7296,-1.21586,-1.00597,7.36251,2022,2021-01-01
"18733","2021-106A","S130","plat","+","LEO","S","CHN","UNK","2021-03-11","2024-01-28",97.3442,3.66097,1,1,98.3262,642.715,642.715,0.027,0.03,0.3,"0.03","EA0","2022-09-17",7009.71,0,1.71612,0,2.00688,2.03233,-2960.88,6353.68,0,0.98978,0.461248,7.46134,-3332.13,6167.08,-6.27551,1.39417,0.760878,7.4635,2022,2021-01-01
"18734","2021-107A","S131","plat","+","LEO","S","CHN","UNK","2021-10-22","2032-01-16",100.723,1073.68,1,1,98.7488,803.984,803.984,6,7,4,"7","EA0","2022-10-10",7170.98,0,1.72349,0,3.52616,1.56844,-6647.22,-2690.24,0,-0.425431,1.05118,7.3688,-7162.64,-345.376,-14.6179,-0.0950857,1.66011,7.36789,2022,2021-01-01
"18735","2021-108A","S132","plat","+","LEO","S","CHN","UNK","2021-01-17","2023-11-28",93.0767,3.01212,1,1,53.6299,436.321,436.321,0.027,0.03,0.3,"0.03","EA0","2022-09-08",6803.32,0,0.936018,0,3.38503,0.628049,-6602.72,-1639.88,0,1.09409,-4.40519,6.16331,-6103.53,-3005.31,-14.4567,1.77282,-3.63011,6.16555,2022,2021-01-01
"18736","2021-109A","S133","plat","+","LEO","S","CHN","UNK","2021-01-01","2023-10-30",97.4836,3.08338,1,1,98.5178,649.403,649.403,0.027,0.03,0.3,"0.03","EA0","2022-08-26",7016.4,0,1.71946,0,4.92614,2.36834,1488.36,-6856.72,0,-1.09098,-0.236816,7.45409,4254.28,-5579.52,3.04696,-1.30925,-0.994209,7.45169,2022,2021-01-01
"18737","2021-110A","S134","plat","+","LEO","S","CHN","UNK","2021-08-28","2034-04-12",93.8382,974.112,1,1,97.5683,473.377,473.377,6,7,4,"7","EA0","2022-08-19",6840.38,0,1.70289,0,1.81188,0.95578,-1633.17,6642.56,0,0.976328,0.240044,7.56709,-4903.31,4769.52,-3.3736,1.03496,1.06934,7.5692,2022,2021-01-01
"18738","2021-111A","S135","plat","+","LEO","S","CHN","UNK","2021-09-25","2023-02-18",93.0343,3.85766,1,1,53.3144,434.252,434.252,0.027,0.03,0.3,"0.03","EA0","2022-09-15",6801.25,0,0.930512,0,3.34878,4.72802,-6655.79,-1399.08,0,0.940827,-4.47577,6.13916,-6495.81,-2015.24,-14.5676,1.1949,-3.89596,6.14106,2022,2021-01-01
"18739","2021-112A","S136","plat","+","LEO","S","CHN","UNK","2021-07-08","2023-11-06",95.8815,2.18085,1,1,97.5708,572.315,572.315,0.027,0.03,0.3,"0.03","EA0","2022-09-11",6939.31,0,1.70293,0,1.61284,3.16595,-291.653,6933.18,0,0.997657,0.0419677,7.51291,-1409.3,6794.7,-0.425609,1.45706,0.302683,7.51507,2022,2021-01-01
"18740","2021-113A","S137","plat","D","LEO","S","CHN","UNK","2021-03-18","2022-04-02",92.0424,2.84484,1,1,49.994,385.822,385.822,0.027,0.03,0.3,"0.03","EA0","1858-11-16",6600,0,0,0,0,0,6600,0,0,0,7.77136,0,0,0,0,0,0,0,1858,2021-01-01
"18741","2021-114A","S138","plat","D","LEO","S","CHN","UNK","2021-03-08","2022-11-13",92.6886,3.80627,1,1,53.8624,417.392,417.392,0.027,0.03,0.3,"0.03","EA0","1858-11-16",6600,0,0,0,0,0,6600,0,0,0,7.77136,0,0,0,0,0,0,0,1858,2021-01-01
"18742","2021-115A","S139","plat","+","LEO","S","CHN","UNK","2021-07-05","2024-02-02",92.4171,2.37007,1,1,47.7588,404.139,404.139,0.027,0.03,0.3,"0.03","EA0","2022-11-05",6771.14,0,0.833548,0,2.40402,5.80505,-5011.33,4553.56,0,-3.46865,-3.81735,5.68013,-335.368,6762.82,-10.8604,-4.66732,-0.222343,5.6724,2022,2021-01-01
"18743","2021-116A","C174","plat","+","LEO","C","CHN","UNK","2021-12-18","2023-07-16",96.8177,3.48051,1,1,98.4623,617.417,617.417,0.027,0.03,0.3,"0.03","EA0","2022-11-05",6984.42,0,1.71849,0,2.92559,1.47036,-6822.12,1496.94,0,0.238267,1.08587,7.47222,-3775.77,5875.84,-14.9183,1.35197,0.887738,7.47275,2022,2021-01-01
"18744","2021-117A","C175","plat","+","LEO","C","CHN","UNK","2021-10-03","2033-11-25",92.3097,1021.77,1,1,96.0023,398.891,398.891,6,7,4,"7","EA0","2022-10-19",6765.89,0,1.67556,0,5.32978,4.75811,3916.85,-5516.84,0,-0.654444,-0.464642,7.63342,851.552,-6712.08,8.41281,-1.30053,-0.15543,7.63195,2022,2021-01-01
"18745","2021-118A","C176","plat","+","LEO","C","CHN","UNK","2021-11-19","2034-07-27",93.0129,957.241,1,1,97.1449,433.209,433.209,6,7,4,"7","EA0","2022-09-01",6800.21,0,1.6955,0,6.16852,3.98947,6755.55,-778.06,0,-0.108955,-0.946005,7.59665,6636.58,1482.73,14.7018,0.300187,-1.41894,7.59637,2022,2021-01-01
"18746","2021-119A","C177","plat","+","LEO","C","CHN","UNK","2021-01-09","2032-04-27",93.5683,962.472,1,1,97.1306,460.252,460.252,6,7,4,"7","EA0","2022-09-30",6827.25,0,1.69525,0,1.67823,0.892588,-732.043,6787.89,0,0.943011,0.101699,7.58183,388.417,6816.19,-1.39702,1.42761,-0.0797969,7.58387,2022,2021-01-01
"18747","2021-120A","C178","plat","+","LEO","C","CHN","UNK","2021-12-25","2023-01-03",96.4468,2.11359,1,1,97.8251,599.568,599.568,0.027,0.03,0.3,"0.03","EA0","2022-08-21",6966.57,0,1.70737,0,5.76718,2.88417,6059.5,-3437.38,0,-0.508141,-0.895763,7.4937,6966.35,53.7669,13.1035,-0.00215991,-1.54616,7.49255,2022,2021-01-01
"18748","2021-121A","C179","plat","+","LEO","C","CHN","UNK","2021-07-30","2024-07-27",92.0888,2.63448,1,1,50.7492,388.093,388.093,0.027,0.03,0.3,"0.03","EA0","2022-08-27",6755.09,0,0.885741,0,2.85501,4.48934,-6479.59,1909.5,0,-1.37389,-4.66207,5.94853,-6694.6,-901.868,-14.0668,0.571372,-4.33405,5.94539,2022,2021-01-01
"18749","2021-122A","C180","plat","D","LEO","C","CHN","UNK","2021-01-28","2022-08-06",92.646,3.59484,1,1,56.9489,415.317,415.317,0.027,0.03,0.3,"0.03","EA0","1858-11-16",6600,0,0,0,0,0,6600,0,0,0,7.77136,0,0,0,0,0,0,0,1858,2021-01-01
"18750","2021-123A","C181","plat","+","LEO","C","CHN","UNK","2021-06-19","2034-11-30",92.6471,1070.14,1,1,96.524,415.369,415.369,6,7,4,"7","EA0","2022-09-11",6782.37,0,1.68466,0,4.79997,0.820474,593.245,-6756.37,0,-0.867687,-0.0761874,7.61652,1678.12,-6571.49,1.08908,-1.3395,-0.3408,7.61461,2022,2021-01-01
"18751","2021-124A","C182","plat","+","LEO","C","CHN","UNK","2021-02-06","2034-06-10",93.4609,908.766,1,1,97.61,455.03,455.03,6,7,4,"7","EA0","2022-11-13",6822.03,0,1.70362,0,4.14168,2.55773,-3685.44,-5740.88,0,-0.851846,0.546854,7.57652,-6800.85,-537.045,-8.24506,-0.12907,1.51818,7.57465,2022,2021-01-01
