"","OBJECT_NAME","OBJECT_ID","NORAD_CAT_ID","OBJECT_TYPE","OPS_STATUS_CODE","OWNER","LAUNCH_DATE","LAUNCH_SITE","DECAY_DATE","PERIOD","INCLINATION","APOGEE","PERIGEE","RCS","DATA_STATUS_CODE","ORBIT_CENTER","ORBIT_TYPE","LAUNCH_YEAR"
"48412","STARLINK-2581","2021-038BM",48412,"PAY","+","US","2021-05-04","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48423","YAOGAN-30 X","2021-039A",48423,"PAY","+","PRC","2021-05-06","XICLF",NA,96.59,35,599,591,NA,NA,"EA","ORB",2021-01-01
"48424","YAOGAN-30 Y","2021-039B",48424,"PAY","+","PRC","2021-05-06","XICLF",NA,96.59,35,598,592,NA,NA,"EA","ORB",2021-01-01
"48425","YAOGAN-30 Z","2021-039C",48425,"PAY","+","PRC","2021-05-06","XICLF",NA,96.59,35,598,593,NA,NA,"EA","ORB",2021-01-01
"48426","TIANQI-12","2021-039D",48426,"PAY","+","PRC","2021-05-06","XICLF",NA,96.49,35.01,593,588,NA,NA,"EA","ORB",2021-01-01
"48427","CZ-2C R/B","2021-039E",48427,"R/B",NA,"PRC","2021-05-06","XICLF",NA,95.17,34.98,588,466,NA,NA,"EA","ORB",2021-01-01
"48428","STARLINK-2461","2021-040A",48428,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48429","STARLINK-2749","2021-040B",48429,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48430","STARLINK-2729","2021-040C",48430,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48431","STARLINK-2700","2021-040D",48431,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48432","STARLINK-2680","2021-040E",48432,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48433","STARLINK-2699","2021-040F",48433,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48434","STARLINK-2692","2021-040G",48434,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48435","STARLINK-2633","2021-040H",48435,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48436","STARLINK-2639","2021-040J",48436,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48437","STARLINK-2642","2021-040K",48437,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48438","STARLINK-2640","2021-040L",48438,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48439","STARLINK-2583","2021-040M",48439,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48440","STARLINK-2682","2021-040N",48440,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48441","STARLINK-2702","2021-040P",48441,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48442","STARLINK-2644","2021-040Q",48442,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48443","STARLINK-2663","2021-040R",48443,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48444","STARLINK-2645","2021-040S",48444,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48445","STARLINK-2634","2021-040T",48445,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48446","STARLINK-2247","2021-040U",48446,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48447","STARLINK-2269","2021-040V",48447,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48448","STARLINK-2632","2021-040W",48448,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48449","STARLINK-2655","2021-040X",48449,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48450","STARLINK-2660","2021-040Y",48450,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48451","STARLINK-2652","2021-040Z",48451,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48452","STARLINK-2703","2021-040AA",48452,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48453","STARLINK-2620","2021-040AB",48453,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48454","STARLINK-2654","2021-040AC",48454,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48455","STARLINK-2497","2021-040AD",48455,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48456","STARLINK-2508","2021-040AE",48456,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48457","STARLINK-2529","2021-040AF",48457,"PAY","D","US","2021-05-09","AFETR","2021-07-28",87.28,53.03,143,137,NA,NA,"EA","IMP",2021-01-01
"48458","STARLINK-2698","2021-040AG",48458,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48459","STARLINK-2579","2021-040AH",48459,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48460","STARLINK-2582","2021-040AJ",48460,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48461","STARLINK-2693","2021-040AK",48461,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48462","STARLINK-2683","2021-040AL",48462,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48463","STARLINK-2689","2021-040AM",48463,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48464","STARLINK-2686","2021-040AN",48464,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48465","STARLINK-2681","2021-040AP",48465,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48466","STARLINK-2687","2021-040AQ",48466,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48467","STARLINK-2659","2021-040AR",48467,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48468","STARLINK-2685","2021-040AS",48468,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48469","STARLINK-2661","2021-040AT",48469,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48470","STARLINK-2675","2021-040AU",48470,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48471","STARLINK-2684","2021-040AV",48471,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48472","STARLINK-2722","2021-040AW",48472,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48473","STARLINK-2658","2021-040AX",48473,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48474","STARLINK-2697","2021-040AY",48474,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48475","STARLINK-2619","2021-040AZ",48475,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48476","STARLINK-2723","2021-040BA",48476,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48477","STARLINK-2638","2021-040BB",48477,"PAY","D","US","2021-05-09","AFETR","2021-06-02",87.59,53.02,162,149,NA,NA,"EA","IMP",2021-01-01
"48478","STARLINK-2728","2021-040BC",48478,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48479","STARLINK-2755","2021-040BD",48479,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48480","STARLINK-2690","2021-040BE",48480,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48481","STARLINK-2706","2021-040BF",48481,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48482","STARLINK-2525","2021-040BG",48482,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48483","STARLINK-2531","2021-040BH",48483,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48484","STARLINK-2696","2021-040BJ",48484,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48485","STARLINK-2500","2021-040BK",48485,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48486","STARLINK-2496","2021-040BL",48486,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48487","STARLINK-2494","2021-040BM",48487,"PAY","+","US","2021-05-09","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48553","STARLINK-2063","2021-041A",48553,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48554","STARLINK-2139","2021-041B",48554,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48555","STARLINK-2145","2021-041C",48555,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48556","STARLINK-2151","2021-041D",48556,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48557","STARLINK-2155","2021-041E",48557,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48558","STARLINK-2166","2021-041F",48558,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48559","STARLINK-2167","2021-041G",48559,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48560","STARLINK-2173","2021-041H",48560,"PAY","D","US","2021-05-15","AFETR","2022-02-04",88.24,53.02,191,184,NA,NA,"EA","IMP",2021-01-01
"48561","STARLINK-2186","2021-041J",48561,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48562","STARLINK-2187","2021-041K",48562,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48563","STARLINK-2188","2021-041L",48563,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48564","STARLINK-2190","2021-041M",48564,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48565","STARLINK-2191","2021-041N",48565,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48566","STARLINK-2214","2021-041P",48566,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48567","STARLINK-2215","2021-041Q",48567,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48568","STARLINK-2217","2021-041R",48568,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48569","STARLINK-2219","2021-041S",48569,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48570","STARLINK-2220","2021-041T",48570,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48571","STARLINK-2221","2021-041U",48571,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48572","STARLINK-2222","2021-041V",48572,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48573","STARLINK-2224","2021-041W",48573,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48574","STARLINK-2225","2021-041X",48574,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48575","STARLINK-2227","2021-041Y",48575,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48576","STARLINK-2228","2021-041Z",48576,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48577","STARLINK-2231","2021-041AA",48577,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48578","STARLINK-2232","2021-041AB",48578,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48579","STARLINK-2233","2021-041AC",48579,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48580","STARLINK-2234","2021-041AD",48580,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48581","STARLINK-2235","2021-041AE",48581,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48582","STARLINK-2236","2021-041AF",48582,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48583","STARLINK-2237","2021-041AG",48583,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48584","STARLINK-2238","2021-041AH",48584,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48585","STARLINK-2240","2021-041AJ",48585,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48586","STARLINK-2241","2021-041AK",48586,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48587","STARLINK-2242","2021-041AL",48587,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,545,NA,NA,"EA","ORB",2021-01-01
"48588","STARLINK-2244","2021-041AM",48588,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48589","STARLINK-2245","2021-041AN",48589,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48590","STARLINK-2246","2021-041AP",48590,"PAY","D","US","2021-05-15","AFETR","2022-04-23",88.13,53.03,188,176,NA,NA,"EA","IMP",2021-01-01
"48591","STARLINK-2248","2021-041AQ",48591,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48592","STARLINK-2249","2021-041AR",48592,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48593","STARLINK-2250","2021-041AS",48593,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48594","STARLINK-2251","2021-041AT",48594,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48595","STARLINK-2252","2021-041AU",48595,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48596","STARLINK-2253","2021-041AV",48596,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48597","STARLINK-2255","2021-041AW",48597,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48598","STARLINK-2256","2021-041AX",48598,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48599","STARLINK-2274","2021-041AY",48599,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48600","STARLINK-2275","2021-041AZ",48600,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48601","STARLINK-2276","2021-041BA",48601,"PAY","D","US","2021-05-15","AFETR","2021-08-25",88.4,53.04,204,187,NA,NA,"EA","IMP",2021-01-01
"48602","STARLINK-2713","2021-041BB",48602,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48603","STARLINK-2714","2021-041BC",48603,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48604","STARLINK-2757","2021-041BD",48604,"PAY","+","US","2021-05-15","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48605","CAPELLA-6-WHITNEY","2021-041BE",48605,"PAY","+","US","2021-05-15","AFETR",NA,96.1,53.03,582,561,NA,NA,"EA","ORB",2021-01-01
"48606","TYVAK-0130","2021-041BF",48606,"PAY","+","US","2021-05-15","AFETR",NA,96.08,53.03,581,560,NA,NA,"EA","ORB",2021-01-01
"48618","SBIRS GEO-5 (USA 315)","2021-042A",48618,"PAY","+","US","2021-05-18","AFETR",NA,1436.08,7.15,35797,35775,NA,NA,"EA","ORB",2021-01-01
"48619","TDO-3","2021-042B",48619,"PAY","D","US","2021-05-18","AFETR","2022-09-27",88.73,26.08,280,144,NA,NA,"EA","IMP",2021-01-01
"48620","TDO-4","2021-042C",48620,"PAY","D","US","2021-05-18","AFETR","2022-09-18",88.41,26.08,260,132,NA,NA,"EA","IMP",2021-01-01
"48621","HAIYANG-2D","2021-043A",48621,"PAY","+","PRC","2021-05-18","JSC",NA,104.09,66,960,944,NA,NA,"EA","ORB",2021-01-01
"48624","CZ-4B R/B","2021-043D",48624,"R/B",NA,"PRC","2021-05-18","JSC",NA,101.35,66.07,931,714,NA,NA,"EA","ORB",2021-01-01
"48626","SPACEBEE-65","2021-006ES",48626,"PAY","+","US","2021-01-24","AFETR",NA,94.12,97.19,484,468,NA,NA,"EA","ORB",2021-01-01
"48627","SPACEBEE-64","2021-006ET",48627,"PAY","+","US","2021-01-24","AFETR",NA,94.11,97.19,483,467,NA,NA,"EA","ORB",2021-01-01
"48628","SPACEBEE-66","2021-006EU",48628,"PAY","+","US","2021-01-24","AFETR",NA,94.16,97.19,486,470,NA,NA,"EA","ORB",2021-01-01
"48629","SPACEBEE-67","2021-006EV",48629,"PAY","+","US","2021-01-24","AFETR",NA,94.17,97.19,486,470,NA,NA,"EA","ORB",2021-01-01
"48630","SPACEBEE-68","2021-006EW",48630,"PAY","+","US","2021-01-24","AFETR",NA,94.18,97.19,487,471,NA,NA,"EA","ORB",2021-01-01
"48631","SPACEBEE-69","2021-006EX",48631,"PAY","+","US","2021-01-24","AFETR",NA,94.2,97.19,488,472,NA,NA,"EA","ORB",2021-01-01
"48632","SPACEBEE-70","2021-006EY",48632,"PAY","+","US","2021-01-24","AFETR",NA,94.21,97.2,489,472,NA,NA,"EA","ORB",2021-01-01
"48633","SPACEBEE-71","2021-006EZ",48633,"PAY","+","US","2021-01-24","AFETR",NA,94.23,97.19,490,473,NA,NA,"EA","ORB",2021-01-01
"48634","SPACEBEE-72","2021-006FA",48634,"PAY","+","US","2021-01-24","AFETR",NA,94.26,97.19,491,474,NA,NA,"EA","ORB",2021-01-01
"48635","SPACEBEE-73","2021-006FB",48635,"PAY","+","US","2021-01-24","AFETR",NA,94.27,97.19,492,475,NA,NA,"EA","ORB",2021-01-01
"48636","SPACEBEE-74","2021-006FC",48636,"PAY","+","US","2021-01-24","AFETR",NA,94.31,97.19,494,477,NA,NA,"EA","ORB",2021-01-01
"48637","SPACEBEE-75","2021-006FD",48637,"PAY","+","US","2021-01-24","AFETR",NA,94.33,97.19,495,477,NA,NA,"EA","ORB",2021-01-01
"48638","STARLINK-2758","2021-044A",48638,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48639","STARLINK-2739","2021-044B",48639,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48640","STARLINK-2736","2021-044C",48640,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48641","STARLINK-2754","2021-044D",48641,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,549,545,NA,NA,"EA","ORB",2021-01-01
"48642","STARLINK-2646","2021-044E",48642,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48643","STARLINK-2704","2021-044F",48643,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48644","STARLINK-2695","2021-044G",48644,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48645","STARLINK-2733","2021-044H",48645,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48646","STARLINK-2732","2021-044J",48646,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48647","STARLINK-2691","2021-044K",48647,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48648","STARLINK-2521","2021-044L",48648,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48649","STARLINK-2673","2021-044M",48649,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48650","STARLINK-2672","2021-044N",48650,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48651","STARLINK-2731","2021-044P",48651,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48652","STARLINK-2727","2021-044Q",48652,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48653","STARLINK-2720","2021-044R",48653,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48654","STARLINK-2651","2021-044S",48654,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48655","STARLINK-2657","2021-044T",48655,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48656","STARLINK-2701","2021-044U",48656,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48657","STARLINK-2734","2021-044V",48657,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48658","STARLINK-2647","2021-044W",48658,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48659","STARLINK-2717","2021-044X",48659,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48660","STARLINK-2688","2021-044Y",48660,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48661","STARLINK-2708","2021-044Z",48661,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48662","STARLINK-2726","2021-044AA",48662,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48663","STARLINK-2667","2021-044AB",48663,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48664","STARLINK-2709","2021-044AC",48664,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48665","STARLINK-2653","2021-044AD",48665,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48666","STARLINK-2666","2021-044AE",48666,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,549,546,NA,NA,"EA","ORB",2021-01-01
"48667","STARLINK-2735","2021-044AF",48667,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48668","STARLINK-2738","2021-044AG",48668,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.06,549,546,NA,NA,"EA","ORB",2021-01-01
"48669","STARLINK-2707","2021-044AH",48669,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.06,548,546,NA,NA,"EA","ORB",2021-01-01
"48670","STARLINK-2763","2021-044AJ",48670,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48671","STARLINK-2745","2021-044AK",48671,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
"48672","STARLINK-2705","2021-044AL",48672,"PAY","+","US","2021-05-26","AFETR",NA,95.59,53.05,548,546,NA,NA,"EA","ORB",2021-01-01
