"","COSPARID","RSO_NAME","RSO_TYPE","PAYLOAD_OPERATIONAL_STATUS","ORBIT_TYPE","APPLICATION","SOURCE","LAUNCH_SITE","LAUNCH_DATE","DECAY_DATE","ORBITAL_PERIOD","12","13","14","INCLINATION","APOGEE","PERIGEE","18","19","20","21","22","23","a","e","26","27","28","29","X_","Y_","Z_","33","34","35","36","37","38","39","40","41","42","LAUNCH_YEAR","count"
"17350","2020-022J","OneWeb442","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-21",7567,0,1.5708,0,4.18879,2.55289,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-7566.48,88.4615,-8.48741,-0.00152902,0.565565,7.25782,2022,2020-01-01,1
"17351","2020-022K","OneWeb443","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-19",7567,0,1.5708,0,4.18879,4.09988,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,261.047,-7562.49,-8.41794,-0.564765,-0.0275737,7.25782,2022,2020-01-01,1
"17352","2020-022L","OneWeb444","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-06",7567,0,1.5708,0,4.18879,0.532364,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-2055.87,-7282.36,-8.4447,-0.546334,0.145818,7.25782,2022,2020-01-01,1
"17353","2020-022M","OneWeb445","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-01",7567,0,1.5708,0,4.18879,4.429,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-7152.82,-2469.11,-8.481,-0.192203,0.531868,7.25782,2022,2020-01-01,1
"17354","2020-022N","OneWeb446","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-21",7567,0,1.5708,0,4.18879,3.23855,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-7566.48,88.298,-8.48741,-0.00154124,0.565565,7.25782,2022,2020-01-01,1
"17355","2020-022O","OneWeb447","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-10",7567,0,1.5708,0,4.18879,5.8005,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-2551.45,-7123.87,-8.45492,-0.535024,0.183008,7.25782,2022,2020-01-01,1
"17356","2020-022P","OneWeb448","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-04",7567,0,1.5708,0,4.18879,5.97877,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,2182.26,-7245.49,-8.39312,-0.539018,-0.170753,7.25782,2022,2020-01-01,1
"17357","2020-022Q","OneWeb449","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-30",7567,0,1.5708,0,4.18879,2.73855,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-7063.8,-2713.33,-8.47606,-0.210352,0.524951,7.25782,2022,2020-01-01,1
"17358","2020-022R","OneWeb450","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-02",7567,0,1.5708,0,4.18879,0.19262,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-7194.39,-2345.25,-8.48295,-0.182994,0.535107,7.25782,2022,2020-01-01,1
"17359","2020-022S","OneWeb451","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-06",7567,0,1.5708,0,4.18879,1.73203,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-2055.46,-7282.48,-8.4447,-0.546342,0.145787,7.25782,2022,2020-01-01,1
"17360","2020-022T","OneWeb452","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-28",7567,0,1.5708,0,4.18879,0.0208749,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-7501.08,996.608,-8.49511,0.0664065,0.561681,7.25782,2022,2020-01-01,1
"17361","2020-022U","OneWeb453","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-19",7567,0,1.5708,0,4.18879,4.95989,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-3619.47,-6645.21,-8.45692,-0.500415,0.263327,7.25782,2022,2020-01-01,1
"17362","2020-022V","OneWeb454","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-08",7567,0,1.5708,0,4.18879,5.47869,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,1678.9,-7378.39,-8.39754,-0.549493,-0.133294,7.25782,2022,2020-01-01,1
"17363","2020-022W","OneWeb455","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-18",7567,0,1.5708,0,4.18879,4.11467,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-3504.8,-6706.4,-8.45505,-0.504862,0.254694,7.25782,2022,2020-01-01,1
"17364","2020-022X","OneWeb456","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-17",7567,0,1.5708,0,4.18879,3.09683,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-3388.52,-6765.9,-8.45367,-0.50918,0.245941,7.25782,2022,2020-01-01,1
"17365","2020-022Y","OneWeb457","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-03",7567,0,1.5708,0,4.18879,3.43544,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-5099.84,-5590.26,-8.46642,-0.423193,0.375075,7.25782,2022,2020-01-01,1
"17366","2020-022Z","OneWeb458","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-28",7567,0,1.5708,0,4.18879,4.80225,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-908.028,-7512.32,-8.43748,-0.562273,0.0598113,7.25782,2022,2020-01-01,1
"17367","2020-022AA","OneWeb459","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-25",7567,0,1.5708,0,4.18879,4.79372,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-6804.54,-3310.24,-8.47515,-0.254671,0.50492,7.25782,2022,2020-01-01,1
"17368","2020-022AB","OneWeb460","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-29",7567,0,1.5708,0,4.18879,5.47947,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-4703.65,-5927.49,-8.46229,-0.447955,0.345105,7.25782,2022,2020-01-01,1
"17369","2020-022AC","OneWeb461","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-06",7567,0,1.5708,0,4.18879,1.40448,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-5381.69,-5319.48,-8.47363,-0.403268,0.396423,7.25782,2022,2020-01-01,1
"17370","2020-022AD","OneWeb462","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-12",7567,0,1.5708,0,4.18879,2.42318,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-5900.83,-4737.05,-8.46987,-0.360305,0.435846,7.25782,2022,2020-01-01,1
"17371","2020-022AE","OneWeb463","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-21",7567,0,1.5708,0,4.18879,3.62303,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,1.02648,-7567,-8.42065,-0.565383,-0.00815329,7.25782,2022,2020-01-01,1
"17372","2020-022AF","OneWeb464","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-02",7567,0,1.5708,0,4.18879,3.44754,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-5003.02,-5677.08,-8.46408,-0.429573,0.367748,7.25782,2022,2020-01-01,1
"17373","2020-022AG","OneWeb465","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-24",7567,0,1.5708,0,4.18879,1.24875,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-389.502,-7556.96,-8.42845,-0.565055,0.0210293,7.25782,2022,2020-01-01,1
"17374","2020-022AH","OneWeb466","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-03",7567,0,1.5708,0,4.18879,4.12476,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-7233.64,-2221.25,-8.48405,-0.17377,0.538173,7.25782,2022,2020-01-01,1
"17375","2020-022AI","OneWeb467","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-15",7567,0,1.5708,0,4.18879,0.563867,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,-6137.61,-4425.96,-8.47002,-0.337318,0.45388,7.25782,2022,2020-01-01,1
"17376","2020-022AJ","OneWeb468","plat","+","LEO","comms","UK","FRGUI",2020-02-26,"2028-02-26",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-11",7567,0,1.5708,0,4.18879,5.1614,-3783.5,-6553.21,0,3.84861e-16,-2.222e-16,7.25783,1296.35,-7455.12,-8.40929,-0.555636,-0.104805,7.25782,2022,2020-01-01,1
"17377","2020-023A","OneWeb469","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-07",7567,0,1.5708,0,4.53786,1.54385,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,4317.39,-6214.47,-3.04819,-0.464233,-0.326077,7.25782,2022,2020-01-01,1
"17378","2020-023B","OneWeb470","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-21",7567,0,1.5708,0,4.53786,6.12153,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-1384.93,-7439.18,-3.09459,-0.558328,0.100923,7.25782,2022,2020-01-01,1
"17379","2020-023C","OneWeb471","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-23",7567,0,1.5708,0,4.53786,3.24169,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,2342.88,-7195.17,-3.07004,-0.538542,-0.178456,7.25782,2022,2020-01-01,1
"17380","2020-023D","OneWeb472","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-21",7567,0,1.5708,0,4.53786,4.42169,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-4875.66,-5786.83,-3.09825,-0.435836,0.363326,7.25782,2022,2020-01-01,1
"17381","2020-023E","OneWeb473","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-16",7567,0,1.5708,0,4.53786,4.07925,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-6898.89,-3108.84,-3.08735,-0.235836,0.516141,7.25782,2022,2020-01-01,1
"17382","2020-023F","OneWeb474","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-12",7567,0,1.5708,0,4.53786,0.351397,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-3925.17,-6469.35,-3.09536,-0.486626,0.29178,7.25782,2022,2020-01-01,1
"17383","2020-023G","OneWeb475","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-12",7567,0,1.5708,0,4.53786,0.522093,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-3924.79,-6469.59,-3.09536,-0.486643,0.29175,7.25782,2022,2020-01-01,1
"17384","2020-023H","OneWeb476","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-11",7567,0,1.5708,0,4.53786,1.54837,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-91.1156,-7566.45,-3.09383,-0.567347,0.00386439,7.25782,2022,2020-01-01,1
"17385","2020-023I","OneWeb477","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-22",7567,0,1.5708,0,4.53786,2.22751,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-1512.81,-7414.24,-3.09654,-0.556508,0.110519,7.25782,2022,2020-01-01,1
"17386","2020-023J","OneWeb478","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-24",7567,0,1.5708,0,4.53786,4.77623,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-1767.04,-7357.79,-3.09934,-0.552376,0.129601,7.25782,2022,2020-01-01,1
"17387","2020-023K","OneWeb479","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-27",7567,0,1.5708,0,4.53786,0.187138,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-5446.02,-5253.6,-3.08938,-0.396076,0.406314,7.25782,2022,2020-01-01,1
"17388","2020-023L","OneWeb480","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-14",7567,0,1.5708,0,4.53786,5.80059,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-481.687,-7551.65,-3.09105,-0.566392,0.0331569,7.25782,2022,2020-01-01,1
"17389","2020-023M","OneWeb481","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-22",7567,0,1.5708,0,4.53786,0.0153934,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-7182.37,-2381.81,-3.08284,-0.181425,0.537694,7.25782,2022,2020-01-01,1
"17390","2020-023N","OneWeb482","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-25",7567,0,1.5708,0,4.53786,0.367235,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-1893.18,-7326.35,-3.09971,-0.550068,0.139071,7.25782,2022,2020-01-01,1
"17391","2020-023O","OneWeb483","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-04",7567,0,1.5708,0,4.53786,1.56708,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,4528.83,-6062.11,-3.04929,-0.452724,-0.341868,7.25782,2022,2020-01-01,1
"17392","2020-023P","OneWeb484","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-19",7567,0,1.5708,0,4.53786,3.24795,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-7050.05,-2748.86,-3.08821,-0.208902,0.52762,7.25782,2022,2020-01-01,1
"17393","2020-023Q","OneWeb485","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-10",7567,0,1.5708,0,4.53786,1.90378,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,38.729,-7566.9,-3.09338,-0.56733,-0.00587075,7.25782,2022,2020-01-01,1
"17394","2020-023R","OneWeb486","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-26",7567,0,1.5708,0,4.53786,2.24239,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-2019.3,-7292.59,-3.09924,-0.547586,0.148541,7.25782,2022,2020-01-01,1
"17395","2020-023S","OneWeb487","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-22",7567,0,1.5708,0,4.53786,1.04437,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-7182.38,-2381.78,-3.08284,-0.181422,0.537694,7.25782,2022,2020-01-01,1
"17396","2020-023T","OneWeb488","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-06",7567,0,1.5708,0,4.53786,1.04907,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-6264.8,-4244.03,-3.09177,-0.320706,0.468121,7.25782,2022,2020-01-01,1
"17397","2020-023U","OneWeb489","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-18",7567,0,1.5708,0,4.53786,3.77136,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-4570.66,-6030.63,-3.09494,-0.453994,0.340361,7.25782,2022,2020-01-01,1
"17398","2020-023V","OneWeb490","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-23",7567,0,1.5708,0,4.53786,5.64564,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-1640.27,-7387.08,-3.09821,-0.554523,0.120086,7.25782,2022,2020-01-01,1
"17399","2020-023W","OneWeb491","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-24",7567,0,1.5708,0,4.53786,4.96268,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-5167.82,-5527.49,-3.09602,-0.416504,0.385337,7.25782,2022,2020-01-01,1
"17400","2020-023X","OneWeb492","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-12",7567,0,1.5708,0,4.53786,0.0519498,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,3654.59,-6625.97,-3.06214,-0.495347,-0.276566,7.25782,2022,2020-01-01,1
"17401","2020-023Y","OneWeb493","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-31",7567,0,1.5708,0,4.53786,3.95616,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,1333.74,-7448.53,-3.08178,-0.557932,-0.102907,7.25782,2022,2020-01-01,1
"17402","2020-023Z","OneWeb494","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-25",7567,0,1.5708,0,4.53786,0.382029,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-5261.95,-5437.96,-3.09385,-0.409827,0.392432,7.25782,2022,2020-01-01,1
"17403","2020-023AA","OneWeb495","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-28",7567,0,1.5708,0,4.53786,4.11928,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-5535.52,-5159.22,-3.08805,-0.389035,0.413066,7.25782,2022,2020-01-01,1
"17404","2020-023AB","OneWeb496","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-21",7567,0,1.5708,0,4.53786,1.39978,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-7140.46,-2504.67,-3.08513,-0.190623,0.534499,7.25782,2022,2020-01-01,1
"17405","2020-023AC","OneWeb497","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-07",7567,0,1.5708,0,4.53786,4.63616,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-3354.94,-6782.61,-3.10159,-0.509891,0.248893,7.25782,2022,2020-01-01,1
"17406","2020-023AD","OneWeb498","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-08-08",7567,0,1.5708,0,4.53786,2.60998,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,4101.48,-6359.03,-3.04949,-0.47516,-0.309952,7.25782,2022,2020-01-01,1
"17407","2020-023AE","OneWeb499","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-20",7567,0,1.5708,0,4.53786,0.725251,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-7096.22,-2627.37,-3.08703,-0.199808,0.531132,7.25782,2022,2020-01-01,1
"17408","2020-023AF","OneWeb500","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-10",7567,0,1.5708,0,4.53786,4.47573,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,38.9282,-7566.9,-3.09338,-0.56733,-0.00588568,7.25782,2022,2020-01-01,1
"17409","2020-023AG","OneWeb501","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-13",7567,0,1.5708,0,4.53786,1.9298,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-351.549,-7558.83,-3.09229,-0.566878,0.0233954,7.25782,2022,2020-01-01,1
"17410","2020-023AH","OneWeb502","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-19",7567,0,1.5708,0,4.53786,2.94946,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-1128.56,-7482.37,-3.091,-0.561462,0.0816865,7.25782,2022,2020-01-01,1
"17411","2020-023AI","OneWeb503","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-30",7567,0,1.5708,0,4.53786,0.730822,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,-7441.3,-1373.52,-3.08653,-0.10592,0.557532,7.25782,2022,2020-01-01,1
"17412","2020-023AJ","OneWeb504","plat","+","LEO","comms","UK","FRGUI",2020-03-27,"2028-03-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-09-09",7567,0,1.5708,0,4.53786,3.97286,-1314,-7452.04,0,4.37648e-16,-7.71692e-17,7.25783,169.247,-7565.11,-3.09187,-0.567145,-0.0156545,7.25782,2022,2020-01-01,1
"17413","2020-024A","OneWeb505","plat","+","LEO","comms","UK","FRGUI",2020-04-27,"2028-04-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-04",7567,0,1.5708,0,4.88692,2.21828,1314,-7452.04,0,4.37648e-16,7.71692e-17,7.25783,-313.792,-7560.49,2.65096,-0.566864,0.0260721,7.25782,2022,2020-01-01,1
"17414","2020-024B","OneWeb506","plat","+","LEO","comms","UK","FRGUI",2020-04-27,"2028-04-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-13",7567,0,1.5708,0,4.88692,0.853307,1314,-7452.04,0,4.37648e-16,7.71692e-17,7.25783,-5139.71,-5553.63,2.68619,-0.41477,0.387367,7.25782,2022,2020-01-01,1
"17415","2020-024C","OneWeb507","plat","+","LEO","comms","UK","FRGUI",2020-04-27,"2028-04-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-11",7567,0,1.5708,0,4.88692,4.93108,1314,-7452.04,0,4.37648e-16,7.71692e-17,7.25783,-4945.72,-5727.07,2.68435,-0.42784,0.372871,7.25782,2022,2020-01-01,1
"17416","2020-024D","OneWeb508","plat","+","LEO","comms","UK","FRGUI",2020-04-27,"2028-04-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-12",7567,0,1.5708,0,4.88692,0.00808562,1314,-7452.04,0,4.37648e-16,7.71692e-17,7.25783,-5043.57,-5641.09,2.6856,-0.42136,0.380183,7.25782,2022,2020-01-01,1
"17417","2020-024E","OneWeb509","plat","+","LEO","comms","UK","FRGUI",2020-04-27,"2028-04-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-10-10",7567,0,1.5708,0,4.88692,4.94048,1314,-7452.04,0,4.37648e-16,7.71692e-17,7.25783,-1219.56,-7468.08,2.6478,-0.559635,0.0939633,7.25782,2022,2020-01-01,1
"17418","2020-024F","OneWeb510","plat","+","LEO","comms","UK","FRGUI",2020-04-27,"2028-04-27",109.181,125,1,1,90,1200,1200,2.7,3.2,4,"3.2","EA0","2022-11-19",7567,0,1.5708,0,4.88692,2.38793,1314,-7452.04,0,4.37648e-16,7.71692e-17,7.25783,-5684.81,-4994.24,2.68541,-0.372637,0.428065,7.25782,2022,2020-01-01,1
